Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
5-January-2021,872.00,941.00,866.00,921.15,909.785134094070079468,193409,12277,175960633.00,86399,44.67,75.00,49.15
4-January-2021,858.10,891.00,858.00,887.05,876.292699365828252810,32641,2035,28603070.00,14484,44.37,33.00,28.95
1-January-2021,849.00,863.00,847.80,856.60,856.318855932203389830,27376,2298,23442585.00,15916,58.14,15.20,7.60
31-December-2020,839.95,855.00,839.95,846.40,847.983834604499448361,20847,1258,17677919.00,4340,20.82,15.05,6.45
30-December-2020,842.45,842.45,823.45,830.90,829.380450640298265521,12338,841,10232896.00,3842,31.14,19.00,-11.55
29-December-2020,822.00,845.50,818.00,835.95,834.099924411423093232,54241,3298,45242414.00,21039,38.79,27.50,13.95
28-December-2020,824.00,829.40,818.65,822.00,823.336030534351145038,19650,1405,16178553.00,10118,51.49,10.75,-2.00
24-December-2020,810.00,826.95,809.00,822.60,820.289454448800584756,15049,848,12344536.00,3808,25.30,17.95,12.60
23-December-2020,795.00,808.00,793.15,804.80,803.188219271365338781,29370,1756,23589638.00,10823,36.85,14.85,9.80
22-December-2020,798.50,810.40,760.20,795.20,784.383961207716199370,94658,5646,74248217.00,37695,39.82,50.20,-3.30
21-December-2020,861.00,865.00,787.00,800.10,823.464414807428642652,96276,6458,79279860.00,43605,45.29,78.00,-60.90
18-December-2020,870.00,878.60,855.60,864.10,865.946109782548245370,35962,2281,31141154.00,14516,40.36,23.00,-5.90
17-December-2020,866.85,875.00,864.90,866.95,869.390644188902534330,26871,1782,23361396.00,11385,42.37,10.10,0.10
16-December-2020,876.50,884.50,869.10,880.15,876.496281300884566298,22723,984,19916625.00,8454,37.20,15.40,3.65
15-December-2020,888.75,888.75,867.00,871.30,873.164715922945623018,16404,826,14323394.00,7510,45.78,21.75,-17.45
14-December-2020,856.50,877.00,856.50,872.85,869.888127003055824700,40251,2508,35013867.00,19632,48.77,20.50,16.35
11-December-2020,872.00,876.10,854.00,857.15,865.972455864682503003,10819,917,9368956.00,5602,51.78,22.10,-14.85
10-December-2020,880.00,885.50,848.70,865.95,863.764781285050472680,49928,3352,43126048.00,20591,41.24,36.80,-14.05
9-December-2020,879.05,894.40,872.85,878.05,884.699100888079872028,108774,6735,96232260.00,56340,51.80,21.55,-1.00
8-December-2020,868.00,873.95,855.00,864.80,863.982382585863719137,23613,1529,20401216.00,10350,43.83,18.95,-3.20
7-December-2020,846.95,870.90,846.95,866.30,860.573199955416852429,35888,2300,30884251.00,15740,43.86,23.95,19.35
4-December-2020,851.00,858.50,835.50,842.60,847.122671313183949973,61408,4025,52020109.00,24919,40.58,23.00,-8.40
3-December-2020,835.00,852.90,830.50,847.95,844.384575855798877381,25298,1858,21361241.00,11403,45.07,22.40,12.95
2-December-2020,833.95,834.00,820.05,827.05,827.364068441064638783,9468,712,7833483.00,3888,41.06,13.95,-6.90
1-December-2020,822.00,834.30,817.30,829.45,826.538522718526310388,38977,4129,32215992.00,27031,69.35,17.00,7.45
27-November-2020,815.00,825.90,805.30,818.85,816.978804074733908912,21891,1626,17884483.00,7697,35.16,20.60,3.85
26-November-2020,806.00,818.00,803.70,810.35,811.122272126816380449,37850,3456,30700978.00,16302,43.07,14.30,4.35
25-November-2020,791.10,817.50,790.45,808.50,805.587319618736576794,112678,10164,90771968.00,57342,50.89,27.05,17.40
24-November-2020,780.00,797.70,774.30,791.95,786.994677247653150101,20666,1478,16264032.00,9672,46.80,23.40,11.95
23-November-2020,783.50,783.50,752.80,771.75,769.150079323109465891,9455,781,7272314.00,3652,38.62,30.70,-11.75
20-November-2020,771.35,784.70,768.80,772.00,773.652517759036987787,28577,2535,22108668.00,15957,55.84,15.90,0.65
19-November-2020,767.50,789.40,762.45,774.30,776.313561098302242716,19084,1584,14815168.00,8625,45.19,26.95,6.80
18-November-2020,766.00,778.10,765.20,767.60,770.165025176552554074,31577,2589,24319501.00,17714,56.10,12.90,1.60
17-November-2020,780.00,786.00,761.60,779.90,774.967722679401355903,70359,5169,54525954.00,38352,54.51,24.40,-0.10
14-November-2020,780.00,787.25,771.00,776.30,779.115643019626514309,18903,966,14727623.00,11447,60.56,16.25,-3.70
13-November-2020,755.00,767.50,742.05,759.90,756.466113480437604301,21572,1791,16318487.00,7952,36.86,25.45,4.90
12-November-2020,735.00,760.00,722.85,755.35,743.103437495347694689,67171,5922,49915001.00,33291,49.56,37.15,20.35
11-November-2020,730.35,733.90,717.00,731.60,727.633831461667698293,11309,902,8228811.00,3791,33.52,16.90,1.25
10-November-2020,715.10,735.00,707.05,724.10,720.549925925925925925,27000,1664,19454848.00,15265,56.54,27.95,9.00
9-November-2020,707.00,723.95,699.00,718.35,708.397583147351804474,18371,1381,13013972.00,6074,33.06,24.95,11.35
6-November-2020,702.15,719.00,697.60,702.10,704.988554482623400813,40802,1287,28764943.00,24674,60.47,21.40,-0.05
